"","h_type","h_ownership","h_es","h_ehr","h_rating","h_mortality","h_soc","h_ra","h_pex","h_eoc","h_toc","h_imaging"
"1524","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1525","'Critical Access Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'"
"1526","'Critical Access Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Not Available'"
"1527","'Critical Access Hospitals'","'Voluntary non-profit - Church'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Not Available'"
"1528","'Critical Access Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1529","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Not Available'","'Above the national average'","'Not Available'"
"1530","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'","'Same as the national average'"
"1531","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1532","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"1533","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'","'Not Available'","'Below the national average'"
"1534","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'","'Not Available'","'Same as the national average'"
"1535","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'"
"1536","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Above the national average'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'"
"1537","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1538","'Critical Access Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'"
"1539","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'"
"1540","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'","'Same as the national average'","'Below the national average'"
"1541","'Critical Access Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1542","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"1543","'Critical Access Hospitals'","'Government - Local'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'","'Below the national average'"
